Time,Elgeseter,Innherredsveien,Jernbanebrua,Strindheim,Bakkekirke,Moholtlia,Grillstadtunnelen,Oslovegen
2019-01-19 23:00:00,574,298,189,266,424,296,309,212
2019-01-20 00:00:00,505,270,98,239,387,258,274,173
2019-01-20 01:00:00,487,231,80,187,365,191,216,129
2019-01-20 02:00:00,481,253,90,162,304,141,157,106
2019-01-20 03:00:00,419,231,42,121,361,122,110,103
2019-01-20 04:00:00,188,132,37,56,233,77,79,33
2019-01-20 05:00:00,106,81,32,34,85,83,73,41
2019-01-20 06:00:00,195,78,62,28,110,90,111,48
2019-01-20 07:00:00,381,89,93,73,69,218,211,131
2019-01-20 08:00:00,242,74,59,89,66,273,281,139
2019-01-20 09:00:00,277,89,70,144,97,376,410,297
2019-01-20 10:00:00,438,166,109,167,198,549,505,332
2019-01-20 11:00:00,620,199,175,274,259,869,760,515
2019-01-20 12:00:00,751,313,182,376,328,1158,980,657
2019-01-20 13:00:00,874,338,237,458,381,1316,1085,692
2019-01-20 14:00:00,1036,330,247,461,398,1399,1199,726
2019-01-20 15:00:00,1162,417,264,571,464,1730,1442,790
2019-01-20 16:00:00,985,437,264,636,449,1922,1584,876
2019-01-20 17:00:00,1040,353,226,516,450,1775,1553,776
2019-01-20 18:00:00,865,369,220,476,423,1538,1191,717
2019-01-20 19:00:00,801,349,216,462,383,1411,1304,641
2019-01-20 20:00:00,748,350,183,394,357,993,902,466
2019-01-20 21:00:00,642,220,192,270,256,689,681,332
2019-01-20 22:00:00,448,177,154,188,200,495,537,316
2019-01-20 23:00:00,263,118,104,130,167,187,254,123
2019-01-21 00:00:00,148,64,88,52,98,129,232,66
2019-01-21 01:00:00,93,37,40,14,84,67,119,30
2019-01-21 02:00:00,72,24,10,13,68,55,39,22
2019-01-21 03:00:00,88,27,16,17,42,47,47,29
2019-01-21 04:00:00,113,52,29,34,35,169,138,63
2019-01-21 05:00:00,166,71,47,81,59,512,484,142
2019-01-21 06:00:00,786,203,161,337,179,2024,1635,750
2019-01-21 07:00:00,1675,377,371,763,447,2761,2634,1151
2019-01-21 08:00:00,1823,476,424,789,692,3302,2159,1041
2019-01-21 09:00:00,1531,367,344,589,486,1826,1373,698
2019-01-21 10:00:00,1586,403,308,555,507,1737,1021,671
2019-01-21 11:00:00,1548,418,329,593,521,1733,1011,660
2019-01-21 12:00:00,1529,433,314,614,555,1874,1062,737
2019-01-21 13:00:00,1584,443,369,652,573,1975,1100,742
2019-01-21 14:00:00,1836,463,419,833,594,2539,1403,946
2019-01-21 15:00:00,2055,620,515,1474,751,3642,2306,1291
2019-01-21 16:00:00,1782,610,525,1361,806,3113,2007,1128
2019-01-21 17:00:00,1259,485,316,866,594,1890,1363,791
2019-01-21 18:00:00,1037,433,282,650,499,1566,1135,702
2019-01-21 19:00:00,912,420,212,532,380,1373,1032,594
2019-01-21 20:00:00,787,370,201,493,383,1069,749,510
2019-01-21 21:00:00,838,304,156,397,300,884,665,404
2019-01-21 22:00:00,543,185,252,223,214,603,465,282
2019-01-21 23:00:00,275,136,153,127,148,260,228,133
2019-01-22 00:00:00,129,74,62,44,98,123,81,46
2019-01-22 01:00:00,87,43,31,21,50,77,43,21
2019-01-22 02:00:00,73,46,22,18,56,62,42,22
2019-01-22 03:00:00,72,29,26,19,33,65,53,29
2019-01-22 04:00:00,104,33,59,36,35,159,136,47
2019-01-22 05:00:00,177,60,104,79,53,494,448,121
2019-01-22 06:00:00,770,196,140,354,163,2005,1609,747
2019-01-22 07:00:00,1733,365,378,809,478,3784,2711,1144
2019-01-22 08:00:00,1749,522,435,707,625,2813,2075,1012
2019-01-22 09:00:00,1475,346,343,616,460,1795,1107,705
2019-01-22 10:00:00,1542,372,298,558,485,1854,1181,673
2019-01-22 11:00:00,1501,393,357,609,472,1925,1023,692
2019-01-22 12:00:00,1585,430,362,647,494,1898,1055,753
2019-01-22 13:00:00,1641,431,367,681,560,1970,1123,814
2019-01-22 14:00:00,1807,474,365,949,576,2609,1473,959
2019-01-22 15:00:00,2046,654,570,1459,758,3510,2303,1347
2019-01-22 16:00:00,1764,598,483,1330,694,3214,1926,1090
2019-01-22 17:00:00,1368,468,373,772,585,1999,1532,837
2019-01-22 18:00:00,1154,473,326,741,538,1748,1222,737
2019-01-22 19:00:00,958,435,255,619,457,1478,1099,641
2019-01-22 20:00:00,838,370,209,556,406,1245,881,542
2019-01-22 21:00:00,820,296,193,478,330,878,649,499
2019-01-22 22:00:00,645,192,272,279,282,638,493,385
2019-01-22 23:00:00,313,146,163,128,186,287,87,168
2019-01-23 00:00:00,140,87,60,52,108,104,75,95
2019-01-23 01:00:00,96,46,26,20,82,74,59,54
2019-01-23 02:00:00,90,41,26,15,76,65,42,47
2019-01-23 03:00:00,75,44,27,16,53,72,48,47
2019-01-23 04:00:00,130,30,60,30,32,172,145,77
2019-01-23 05:00:00,204,53,113,66,66,479,382,142
2019-01-23 06:00:00,758,192,127,344,172,2016,1552,771
2019-01-23 07:00:00,1763,350,370,765,504,3846,2649,1162
2019-01-23 08:00:00,1746,477,463,841,673,2960,2050,1076
2019-01-23 09:00:00,1526,382,385,560,504,1876,1237,677
2019-01-23 10:00:00,1521,346,349,584,513,1664,1056,649
2019-01-23 11:00:00,1540,402,364,640,526,1792,1080,707
2019-01-23 12:00:00,1605,451,375,681,558,1936,1102,745
2019-01-23 13:00:00,1583,435,400,692,551,2079,1185,837
2019-01-23 14:00:00,1794,499,432,979,631,2671,1578,1084
2019-01-23 15:00:00,2098,611,580,1500,761,3896,2356,1319
2019-01-23 16:00:00,1830,611,551,1369,727,3228,1980,1128
2019-01-23 17:00:00,1330,499,328,802,607,2034,1499,828
2019-01-23 18:00:00,1133,455,341,692,533,1701,1216,716
2019-01-23 19:00:00,1023,445,238,657,483,1493,1163,692
2019-01-23 20:00:00,866,392,411,487,533,1214,873,550
2019-01-23 21:00:00,785,423,415,375,743,944,715,449
2019-01-23 22:00:00,542,250,475,232,366,653,476,352
2019-01-23 23:00:00,327,157,273,121,233,330,270,165
2019-01-24 00:00:00,152,72,89,42,136,118,118,58
2019-01-24 01:00:00,112,62,43,17,101,88,65,38
2019-01-24 02:00:00,81,48,35,11,95,57,41,34
2019-01-24 03:00:00,65,31,39,12,50,62,53,42
2019-01-24 04:00:00,119,37,77,19,33,155,129,70
2019-01-24 05:00:00,156,66,201,78,89,425,381,138
2019-01-24 06:00:00,791,210,317,363,207,2079,1587,773
2019-01-24 07:00:00,1767,408,842,785,564,3825,2610,1184
2019-01-24 08:00:00,1744,477,1055,678,826,3112,2054,1090
2019-01-24 09:00:00,1514,401,911,617,564,1846,1229,734
2019-01-24 10:00:00,1469,401,760,597,593,1813,1081,759
2019-01-24 11:00:00,1636,422,856,611,558,1925,1105,736
2019-01-24 12:00:00,1617,501,876,705,666,2032,1196,849
2019-01-24 13:00:00,1714,497,909,784,706,2150,1250,850
2019-01-24 14:00:00,1827,583,943,909,781,2911,1671,1033
2019-01-24 15:00:00,2141,606,1217,1400,910,3752,2503,1333
2019-01-24 16:00:00,1845,717,1109,1388,962,3320,2148,1189
2019-01-24 17:00:00,1302,520,892,797,710,2152,1610,871
2019-01-24 18:00:00,1208,535,804,740,693,1812,1374,777
2019-01-24 19:00:00,999,460,613,638,588,1644,1231,685
2019-01-24 20:00:00,894,400,540,544,522,1260,818,592
2019-01-24 21:00:00,857,303,405,434,428,935,768,483
2019-01-24 22:00:00,659,236,526,312,363,687,534,354
2019-01-24 23:00:00,354,178,316,190,295,312,338,153
2019-01-25 00:00:00,131,94,109,49,163,129,112,49
2019-01-25 01:00:00,96,88,50,33,165,63,62,26
2019-01-25 02:00:00,97,56,54,27,156,73,47,27
2019-01-25 03:00:00,62,38,52,14,73,53,54,45
2019-01-25 04:00:00,65,44,83,42,58,178,166,72
2019-01-25 05:00:00,138,66,174,67,88,450,401,146
2019-01-25 06:00:00,776,202,319,332,230,2010,1540,739
2019-01-25 07:00:00,1724,423,817,728,586,3525,2407,1118
2019-01-25 08:00:00,1584,442,888,616,701,2464,1738,837
2019-01-25 09:00:00,1438,400,705,570,529,1869,1205,741
2019-01-25 10:00:00,1502,432,755,571,620,1967,1178,782
2019-01-25 11:00:00,1612,473,812,689,640,2106,1124,848
2019-01-25 12:00:00,1624,521,897,761,728,2369,1316,948
2019-01-25 13:00:00,1702,500,911,820,756,2509,1481,958
2019-01-25 14:00:00,1902,611,1059,1041,789,3064,1877,1124
2019-01-25 15:00:00,2088,724,1130,1465,935,3505,2451,1367
2019-01-25 16:00:00,1605,674,986,1246,877,2918,2075,1052
2019-01-25 17:00:00,1282,530,766,743,683,2007,1589,793
2019-01-25 18:00:00,1056,482,636,578,606,1499,1211,652
2019-01-25 19:00:00,891,426,531,432,545,1149,931,460
2019-01-25 20:00:00,806,346,432,352,466,830,754,397
2019-01-25 21:00:00,662,229,290,228,302,538,554,252
2019-01-25 22:00:00,624,240,310,212,334,455,479,253
2019-01-25 23:00:00,572,247,323,220,415,368,383,200
2019-01-26 00:00:00,407,213,239,172,421,249,263,150
2019-01-26 01:00:00,363,189,195,114,370,158,134,90
2019-01-26 02:00:00,353,282,203,132,459,89,97,60
2019-01-26 03:00:00,193,129,93,71,273,112,100,47
2019-01-26 04:00:00,115,83,40,36,119,68,76,37
2019-01-26 05:00:00,75,50,37,34,66,102,110,40
2019-01-26 06:00:00,186,60,89,54,77,182,190,89
2019-01-26 07:00:00,381,71,145,106,99,345,322,138
2019-01-26 08:00:00,362,108,209,175,147,540,572,199
2019-01-26 09:00:00,529,203,316,260,279,859,803,399
2019-01-26 10:00:00,678,288,415,374,372,1143,960,505
2019-01-26 11:00:00,908,381,574,509,481,1667,1229,627
2019-01-26 12:00:00,1076,453,680,602,617,1856,1327,804
2019-01-26 13:00:00,1126,497,706,640,646,1899,1223,743
2019-01-26 14:00:00,1304,572,853,728,724,2010,1315,733
2019-01-26 15:00:00,1290,597,795,795,733,2049,1376,834
2019-01-26 16:00:00,1167,546,687,698,647,1767,1254,713
2019-01-26 17:00:00,1203,512,717,589,725,1692,1173,676
2019-01-26 18:00:00,1008,541,568,483,666,1261,1040,608
2019-01-26 19:00:00,820,408,493,362,582,905,790,459
2019-01-26 20:00:00,779,301,416,289,486,598,570,327
2019-01-26 21:00:00,678,265,307,200,376,462,490,219
2019-01-26 22:00:00,560,249,291,187,410,357,367,211
2019-01-26 23:00:00,602,293,338,288,549,317,341,197
2019-01-27 00:00:00,480,271,282,202,514,256,277,144
2019-01-27 01:00:00,482,266,253,196,487,172,191,140
2019-01-27 02:00:00,519,333,214,174,470,139,124,76
2019-01-27 03:00:00,326,258,134,97,434,104,90,53
2019-01-27 04:00:00,116,103,50,35,159,73,53,50
2019-01-27 05:00:00,71,73,42,24,86,56,67,18
2019-01-27 06:00:00,195,55,51,21,68,89,94,47
2019-01-27 07:00:00,349,91,160,85,69,210,201,124
2019-01-27 08:00:00,246,72,97,92,92,302,347,161
2019-01-27 09:00:00,312,95,146,152,148,451,467,270
2019-01-27 10:00:00,541,170,274,234,247,663,650,372
2019-01-27 11:00:00,693,224,389,308,355,923,855,460
2019-01-27 12:00:00,970,347,462,396,435,1205,1054,664
2019-01-27 13:00:00,901,369,476,487,481,1397,1212,738
2019-01-27 14:00:00,1240,429,584,531,597,1747,1564,822
2019-01-27 15:00:00,1229,495,654,717,577,1907,1716,854
2019-01-27 16:00:00,1033,421,518,567,588,1885,1651,846
2019-01-27 17:00:00,1003,419,455,503,565,1707,1626,769
2019-01-27 18:00:00,710,305,358,406,438,1264,1373,587
2019-01-27 19:00:00,746,355,357,438,433,1438,1316,649
2019-01-27 20:00:00,743,369,400,405,452,1110,1136,522
2019-01-27 21:00:00,602,273,258,275,321,782,754,371
2019-01-27 22:00:00,442,184,262,169,245,571,572,255
2019-01-27 23:00:00,302,121,153,109,192,250,353,122
2019-01-28 00:00:00,111,67,58,45,95,128,150,77
2019-01-28 01:00:00,68,41,26,26,92,68,72,38
2019-01-28 02:00:00,78,49,8,11,77,47,42,22
2019-01-28 03:00:00,53,40,20,13,73,61,54,31
2019-01-28 04:00:00,79,43,36,24,51,172,166,81
2019-01-28 05:00:00,152,59,96,85,68,487,489,157
2019-01-28 06:00:00,807,191,332,385,216,2208,1804,826
2019-01-28 07:00:00,1704,396,857,758,553,3935,2874,1227
2019-01-28 08:00:00,1731,538,1057,723,765,3242,2081,990
2019-01-28 09:00:00,1597,395,784,553,612,1850,1239,740
2019-01-28 10:00:00,1521,378,712,574,567,1895,1131,699
2019-01-28 11:00:00,1601,426,772,579,629,1878,1063,739
2019-01-28 12:00:00,1584,506,796,644,700,1840,1069,765
2019-01-28 13:00:00,1621,489,844,627,684,2056,1124,849
2019-01-28 14:00:00,1827,500,874,819,693,2507,1352,992
2019-01-28 15:00:00,2062,646,1128,1501,892,3862,2450,1355
2019-01-28 16:00:00,1832,627,983,1371,878,3190,1929,1114
2019-01-28 17:00:00,1409,473,734,764,653,1899,1431,824
2019-01-28 18:00:00,1234,479,672,651,570,1673,1281,733
2019-01-28 19:00:00,1080,410,598,635,547,1464,1125,690
2019-01-28 20:00:00,869,357,474,488,435,1124,746,502
2019-01-28 21:00:00,743,284,275,380,317,898,721,428
2019-01-28 22:00:00,570,182,485,258,285,601,435,303
2019-01-28 23:00:00,346,144,319,201,245,254,267,151
2019-01-29 00:00:00,90,51,71,33,95,81,85,52
2019-01-29 01:00:00,57,36,28,10,59,54,39,20
2019-01-29 02:00:00,42,22,23,15,46,65,54,19
2019-01-29 03:00:00,32,19,16,17,21,46,49,29
2019-01-29 04:00:00,56,22,46,38,35,168,145,58
2019-01-29 05:00:00,140,46,113,76,57,470,439,146
2019-01-29 06:00:00,795,184,284,345,194,2131,1658,805
2019-01-29 07:00:00,1754,407,801,780,643,3773,2709,1149
2019-01-29 08:00:00,1928,518,1063,735,787,3053,2035,1005
2019-01-29 09:00:00,1452,378,724,595,581,1867,1228,708
2019-01-29 10:00:00,1471,419,715,523,609,1793,1057,689
2019-01-29 11:00:00,1510,414,799,613,589,1911,1042,761
2019-01-29 12:00:00,1547,464,834,653,620,1933,1058,734
2019-01-29 13:00:00,1648,482,855,660,714,2114,1150,819
2019-01-29 14:00:00,1815,493,902,852,681,2582,1469,949
2019-01-29 15:00:00,2096,609,1141,1416,898,3751,2340,1412
2019-01-29 16:00:00,1738,633,1038,1363,847,3285,2178,1065
2019-01-29 17:00:00,1290,475,817,748,661,2031,1549,793
2019-01-29 18:00:00,1190,505,751,707,645,1827,1295,825
2019-01-29 19:00:00,1034,447,609,616,567,1593,1110,671
2019-01-29 20:00:00,905,433,491,514,468,1295,879,562
2019-01-29 21:00:00,762,329,333,415,371,916,690,451
2019-01-29 22:00:00,647,209,543,271,327,649,531,320
2019-01-29 23:00:00,279,146,292,155,201,267,287,147
2019-01-30 00:00:00,111,61,101,36,94,122,132,60
2019-01-30 01:00:00,63,36,33,21,72,64,49,30
2019-01-30 02:00:00,44,34,16,12,79,49,41,20
2019-01-30 03:00:00,48,17,41,10,38,48,48,33
2019-01-30 04:00:00,63,22,63,34,36,148,142,48
2019-01-30 05:00:00,146,40,98,64,61,443,386,114
2019-01-30 06:00:00,792,176,287,358,183,2050,1628,774
2019-01-30 07:00:00,1725,408,839,752,601,3822,2628,1179
2019-01-30 08:00:00,1837,529,1083,755,832,2991,1891,1037
2019-01-30 09:00:00,1500,395,842,567,608,1984,1285,684
2019-01-30 10:00:00,1508,367,725,612,603,1846,1034,734
2019-01-30 11:00:00,1527,445,762,606,650,1931,1021,749
2019-01-30 12:00:00,1653,461,808,681,696,1951,1076,776
2019-01-30 13:00:00,1658,474,838,692,656,2078,1169,789
2019-01-30 14:00:00,1880,542,937,929,762,2542,1524,1020
2019-01-30 15:00:00,2065,659,1160,1477,950,3926,2376,1298
2019-01-30 16:00:00,1867,667,1044,1330,959,3277,2026,1100
2019-01-30 17:00:00,1393,543,740,781,688,2233,1598,855
2019-01-30 18:00:00,1269,526,804,731,683,1763,1239,771
2019-01-30 19:00:00,950,438,542,647,541,1602,1125,655
2019-01-30 20:00:00,849,376,476,497,493,1175,856,520
2019-01-30 21:00:00,728,316,322,388,399,970,735,478
2019-01-30 22:00:00,610,242,488,277,333,619,498,350
2019-01-30 23:00:00,278,174,315,180,251,305,322,151
2019-01-31 00:00:00,145,87,121,39,142,110,131,58
2019-01-31 01:00:00,70,39,54,14,82,58,54,21
2019-01-31 02:00:00,50,37,13,14,80,56,50,18
2019-01-31 03:00:00,41,28,13,13,45,67,61,25
2019-01-31 04:00:00,59,26,51,45,36,118,132,54
2019-01-31 05:00:00,142,59,92,71,59,463,382,120
2019-01-31 06:00:00,779,193,312,358,207,2150,1600,767
2019-01-31 07:00:00,1685,400,809,751,619,3844,2603,1198
2019-01-31 08:00:00,1802,506,1047,777,787,3040,1927,1005
2019-01-31 09:00:00,1590,395,766,558,563,1886,1225,743
2019-01-31 10:00:00,1574,385,773,612,600,1877,1148,778
2019-01-31 11:00:00,1645,450,770,582,704,1868,1037,722
2019-01-31 12:00:00,1756,489,786,644,673,2014,1152,758
2019-01-31 13:00:00,1631,484,884,699,695,2183,1246,879
2019-01-31 14:00:00,1911,569,920,964,757,2822,1657,1001
2019-01-31 15:00:00,2096,681,1166,1472,910,3992,2480,1370
2019-01-31 16:00:00,1730,643,1068,1331,918,3231,2185,1068
2019-01-31 17:00:00,1447,562,860,751,682,2170,1805,870
2019-01-31 18:00:00,1254,570,823,763,714,1773,1398,783
2019-01-31 19:00:00,1049,497,619,609,612,1589,1342,701
2019-01-31 20:00:00,882,416,483,532,504,1229,903,531
2019-01-31 21:00:00,803,346,387,393,391,977,831,430
2019-01-31 22:00:00,691,359,535,42,350,731,453,346
2019-01-31 23:00:00,347,273,235,3,301,274,291,169
2019-02-01 00:00:00,146,126,113,29,200,115,143,47
2019-02-01 01:00:00,112,106,64,29,178,64,55,39
2019-02-01 02:00:00,102,79,38,21,157,57,45,16
2019-02-01 03:00:00,70,55,27,23,97,61,49,28
2019-02-01 04:00:00,73,23,55,53,27,133,111,49
2019-02-01 05:00:00,133,45,92,89,62,502,423,128
2019-02-01 06:00:00,794,169,278,331,201,2040,1552,730
2019-02-01 07:00:00,1746,417,822,716,587,3716,2454,1177
2019-02-01 08:00:00,1798,555,1002,708,845,2866,1837,933
2019-02-01 09:00:00,1469,384,752,575,587,1859,1126,762
2019-02-01 10:00:00,1580,399,794,601,606,1963,1111,752
2019-02-01 11:00:00,1637,471,909,692,662,2079,1126,874
2019-02-01 12:00:00,1687,539,933,721,718,2220,1232,886
2019-02-01 13:00:00,1715,538,879,787,715,2505,1391,929
2019-02-01 14:00:00,2010,575,1015,1031,810,3199,1880,1239
2019-02-01 15:00:00,2115,740,1159,1524,943,3615,2464,1344
2019-02-01 16:00:00,1610,659,984,1319,925,3063,2157,1069
2019-02-01 17:00:00,1271,541,776,764,685,2047,1690,822
2019-02-01 18:00:00,1144,468,639,586,621,1563,1369,704
2019-02-01 19:00:00,848,381,488,463,482,1155,938,520
2019-02-01 20:00:00,803,358,398,299,429,796,672,359
2019-02-01 21:00:00,740,241,327,238,346,631,566,347
2019-02-01 22:00:00,645,233,332,245,366,522,520,291
2019-02-01 23:00:00,501,252,307,204,434,344,345,167
2019-02-02 00:00:00,379,213,260,160,408,211,197,141
2019-02-02 01:00:00,346,177,197,138,399,171,148,73
2019-02-02 02:00:00,378,243,224,140,424,83,90,61
2019-02-02 03:00:00,216,148,105,62,321,97,89,57
2019-02-02 04:00:00,109,62,48,48,99,98,97,31
2019-02-02 05:00:00,73,40,45,32,50,116,128,40
2019-02-02 06:00:00,160,63,100,50,67,158,188,81
2019-02-02 07:00:00,361,100,134,95,74,410,361,141
2019-02-02 08:00:00,320,125,164,148,138,576,517,235
2019-02-02 09:00:00,539,187,290,265,247,794,250,363
2019-02-02 10:00:00,763,279,430,344,356,1262,964,533
2019-02-02 11:00:00,991,356,541,473,482,1672,1229,676
2019-02-02 12:00:00,1169,484,736,623,642,1963,1381,735
2019-02-02 13:00:00,1154,521,784,721,744,1930,1250,714
2019-02-02 14:00:00,1363,607,854,789,795,2054,1349,749
2019-02-02 15:00:00,1363,615,857,747,783,2006,1464,800
2019-02-02 16:00:00,1199,570,743,681,714,1879,1368,700
2019-02-02 17:00:00,1244,555,712,613,718,1644,1215,695
2019-02-02 18:00:00,1034,515,629,541,678,1306,1063,642
2019-02-02 19:00:00,790,395,490,374,551,918,760,472
2019-02-02 20:00:00,749,328,430,341,527,610,546,309
2019-02-02 21:00:00,706,226,304,221,393,539,502,252
2019-02-02 22:00:00,599,259,303,215,422,385,370,189
2019-02-02 23:00:00,565,298,381,245,542,296,363,194
2019-02-03 00:00:00,481,265,297,206,509,238,254,135
2019-02-03 01:00:00,483,313,257,201,519,150,152,120
2019-02-03 02:00:00,506,374,236,163,494,105,138,91
2019-02-03 03:00:00,352,243,161,111,426,100,103,62
2019-02-03 04:00:00,176,108,81,40,166,82,66,46
2019-02-03 05:00:00,105,68,45,25,91,62,72,39
2019-02-03 06:00:00,177,51,76,27,69,79,106,53
2019-02-03 07:00:00,372,81,124,59,81,220,152,103
2019-02-03 08:00:00,286,83,183,76,95,320,351,150
2019-02-03 09:00:00,456,108,268,155,161,461,443,242
2019-02-03 10:00:00,643,190,336,197,256,657,533,354
2019-02-03 11:00:00,841,235,469,289,362,856,767,517
2019-02-03 12:00:00,1040,346,538,432,465,1134,912,663
2019-02-03 13:00:00,1043,376,575,503,522,1337,1045,686
2019-02-03 14:00:00,1405,444,654,571,654,1688,1426,805
2019-02-03 15:00:00,1360,448,783,725,699,1823,1672,874
2019-02-03 16:00:00,1108,438,672,645,557,1889,1540,852
2019-02-03 17:00:00,1208,393,645,584,604,1688,1591,765
2019-02-03 18:00:00,918,401,458,528,506,1604,1469,712
2019-02-03 19:00:00,871,376,402,442,457,1388,1317,678
2019-02-03 20:00:00,953,357,543,495,539,1045,1009,533
2019-02-03 21:00:00,683,258,247,277,320,748,719,383
2019-02-03 22:00:00,423,167,228,162,197,493,474,254
2019-02-03 23:00:00,275,105,175,128,189,211,295,128
2019-02-04 00:00:00,136,72,130,40,117,122,252,56
2019-02-04 01:00:00,53,37,28,18,66,69,85,20
2019-02-04 02:00:00,61,45,25,17,99,39,37,29
2019-02-04 03:00:00,63,37,29,5,62,47,56,36
2019-02-04 04:00:00,84,37,42,49,48,193,165,67
2019-02-04 05:00:00,141,53,90,73,68,482,514,141
2019-02-04 06:00:00,805,211,332,337,225,2128,1742,785
2019-02-04 07:00:00,1750,417,851,774,555,3859,2601,1155
2019-02-04 08:00:00,1776,532,973,731,788,3228,1967,1125
2019-02-04 09:00:00,1443,396,778,567,554,1895,1260,764
2019-02-04 10:00:00,1556,375,763,583,570,1772,1007,684
2019-02-04 11:00:00,1530,430,781,580,571,1811,1025,674
2019-02-04 12:00:00,1633,448,758,599,622,1876,1026,760
2019-02-04 13:00:00,1555,468,792,693,620,1981,1086,808
2019-02-04 14:00:00,1650,526,819,845,703,2575,1389,989
2019-02-04 15:00:00,2070,613,1064,1476,906,3713,2241,1278
2019-02-04 16:00:00,1757,633,977,1376,872,3141,1863,1099
2019-02-04 17:00:00,1270,488,731,725,637,1935,1271,752
2019-02-04 18:00:00,1136,508,665,672,581,1676,1120,749
2019-02-04 19:00:00,893,420,478,599,465,1432,989,613
2019-02-04 20:00:00,832,395,442,496,472,1036,779,521
2019-02-04 21:00:00,756,261,311,375,336,939,623,410
2019-02-04 22:00:00,612,284,493,91,270,626,475,309
2019-02-04 23:00:00,236,221,213,3,199,233,246,125
2019-02-05 00:00:00,104,87,65,0,78,97,107,55
2019-02-05 01:00:00,69,42,41,3,61,55,58,32
2019-02-05 02:00:00,35,34,33,0,34,46,40,33
2019-02-05 03:00:00,38,35,26,1,40,53,62,32
2019-02-05 04:00:00,63,43,79,3,46,172,152,54
2019-02-05 05:00:00,152,75,177,47,57,434,431,143
2019-02-05 06:00:00,786,181,328,366,198,2122,1549,756
2019-02-05 07:00:00,1781,430,812,769,648,3812,2475,1257
2019-02-05 08:00:00,1694,530,967,698,809,3074,1840,1016
2019-02-05 09:00:00,1579,396,771,551,579,1799,1137,750
2019-02-05 10:00:00,1482,422,749,569,655,1770,1012,677
2019-02-05 11:00:00,1538,432,754,602,602,1799,963,631
2019-02-05 12:00:00,1615,470,790,573,620,1889,972,717
2019-02-05 13:00:00,1642,439,814,652,613,1971,1155,755
2019-02-05 14:00:00,1853,513,922,862,725,2552,1361,1027
2019-02-05 15:00:00,2047,614,1069,1440,894,3793,2246,1277
2019-02-05 16:00:00,1754,652,1012,1249,881,3161,1895,1060
2019-02-05 17:00:00,1363,501,791,776,709,1979,1301,832
2019-02-05 18:00:00,1215,502,736,712,650,1753,1197,812
2019-02-05 19:00:00,1052,451,574,655,563,1552,1041,609
2019-02-05 20:00:00,867,362,459,546,500,1178,782,537
2019-02-05 21:00:00,745,303,346,431,390,941,724,505
